variable,est,lo,hi,method,adj,miss_data,weight,var,seed,size
bmi,-0.0868668170495295,-0.2599364698199289,0.08620283572086987,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,NA,2,1000
bmi,0.07471516766381849,-0.02154434985203936,0.17097468517967634,Complete case,Unadjusted,MNAR,Weighted,0.002401568241066821,2,1000
bmi,0.12541992370401295,0.00841797976046596,0.24242186764755994,Imputed,Unadjusted,MNAR,Weighted,0.0035636083908600455,2,1000
bmi,0.09794482624085665,-0.03613367920214802,0.23202333168386133,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.004679744456711765,2,1000
bmi,-0.04867212126611143,-0.12377645145973133,0.02643220892751126,Complete case,Adjusted,MNAR,Unweighted,NA,2,1000
bmi,-0.023579178514059697,-0.13485656716903743,0.08769821014091805,Imputed,Adjusted,MNAR,Unweighted,NA,2,1000
bmi,-0.04724497965140037,-0.23255553207205767,0.13806557276925693,Imputed w/ PRS,Adjusted,MNAR,Unweighted,NA,2,1000
bmi,0.05518421364324199,-0.029448751427155244,0.13981717871363922,Complete case,Adjusted,MNAR,Weighted,0.0018564057419646922,2,1000
bmi,0.10020373217759948,0.006259697725416055,0.1941477666297829,Imputed,Adjusted,MNAR,Weighted,0.0022974297060298376,2,1000
bmi,0.09209289728497161,-0.012870776128591152,0.19705657069853438,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.002868017919941754,2,1000
bmi,0.1995411888590098,0.19347875087441394,0.20560362684354816,Full,Unadjusted,NA,NA,NA,3,1000
bmi,0.1908869639593245,0.18506438502911124,0.19670954289054715,Full,Adjusted,NA,NA,NA,3,1000
bmi,0.0648633750171323,-0.004665757681339349,0.13439250771560143,Complete case,Unadjusted,MCAR,Unweighted,NA,3,1000
bmi,0.07067787518772861,-0.00985809776841827,0.1512138481438755,Imputed,Unadjusted,MCAR,Unweighted,NA,3,1000
bmi,0.06615800315287815,-3.8010702256682793e-4,0.13269611332832312,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,NA,3,1000
bmi,0.16924315366718398,0.06815708644633654,0.2703292208880314,Complete case,Unadjusted,MCAR,Weighted,0.00265114304614627,3,1000
bmi,0.16118020364618965,0.0619007962267302,0.2604596110656491,Imputed,Unadjusted,MCAR,Weighted,0.0025657962762641404,3,1000
bmi,0.1700223642580146,0.06909645936876287,0.27094826914726633,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.002651606786161967,3,1000
bmi,0.08013546482563207,0.010443995943300036,0.14982693370796846,Complete case,Adjusted,MCAR,Unweighted,NA,3,1000
bmi,0.08767434613780704,0.004060990642600543,0.17128770163301354,Imputed,Adjusted,MCAR,Unweighted,NA,3,1000
bmi,0.08370900221955899,0.017876734205626854,0.14954127023349112,Imputed w/ PRS,Adjusted,MCAR,Unweighted,NA,3,1000
bmi,0.18661895289072605,0.09075452218107091,0.28248338360038117,Complete case,Adjusted,MCAR,Weighted,0.0023842812042548386,3,1000
bmi,0.17812121845227036,0.08007444125779914,0.27616799564674155,Imputed,Adjusted,MCAR,Weighted,0.0025024791275740535,3,1000
bmi,0.18462768941708976,0.08687946388076567,0.28237591495341385,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.002487262272350381,3,1000
bmi,0.059040083509018716,-0.0058420207134602135,0.12392218773150296,Complete case,Unadjusted,MAR,Unweighted,NA,3,1000
bmi,0.02644742493190225,-0.09446281682550565,0.14735766668931016,Imputed,Unadjusted,MAR,Unweighted,NA,3,1000
bmi,0.036643534831060205,-0.06206412559616068,0.1353511952582811,Imputed w/ PRS,Unadjusted,MAR,Unweighted,NA,3,1000
bmi,0.12918364109544803,0.03597698723691871,0.22239029495397733,Complete case,Unadjusted,MAR,Weighted,0.002252986589330491,3,1000
bmi,0.1821702497005975,0.08231583640439795,0.28202466299679707,Imputed,Unadjusted,MAR,Weighted,0.0025956034725699772,3,1000
bmi,0.18390254757000216,0.08831102593828376,0.27949406920172054,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.0023787158562371797,3,1000
bmi,0.05074893149449801,-0.01383704962824368,0.11533491261724692,Complete case,Adjusted,MAR,Unweighted,NA,3,1000
bmi,0.045332192049474154,-0.07137837833013437,0.16204276242908267,Imputed,Adjusted,MAR,Unweighted,NA,3,1000
bmi,0.0582658348797566,-0.038395167389964804,0.15492683714947802,Imputed w/ PRS,Adjusted,MAR,Unweighted,NA,3,1000
bmi,0.13501400568234068,0.04822969737627868,0.22179831398840272,Complete case,Adjusted,MAR,Weighted,0.0019531558550897393,3,1000
bmi,0.19410307464909948,0.09854421488935455,0.2896619344088444,Imputed,Adjusted,MAR,Weighted,0.0023770906066702562,3,1000
bmi,0.19883325018463627,0.10579440414634336,0.2918720962229292,Imputed w/ PRS,Adjusted,MAR,Weighted,0.0022533696900525558,3,1000
bmi,-0.030973515583750916,-0.09842513916366959,0.036478107996160754,Complete case,Unadjusted,MNAR,Unweighted,NA,3,1000
bmi,-0.0738725902612363,-0.14668503191809473,-0.001060148604377878,Imputed,Unadjusted,MNAR,Unweighted,NA,3,1000
bmi,-0.10460991584564411,-0.1711207133174053,-0.0380991183738829,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,NA,3,1000
bmi,0.055301485573143044,-0.04237069198368025,0.15297366312996635,Complete case,Unadjusted,MNAR,Weighted,0.0024730220656409,3,1000
bmi,0.08302191588991681,-0.01515055791161847,0.18119438969145207,Imputed,Unadjusted,MNAR,Weighted,0.0025088996295869817,3,1000
bmi,0.06323502855200006,-0.029565836269754647,0.15603589337375476,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.00224185678244742,3,1000
bmi,-0.04961934656725336,-0.1185197911960563,0.019281098061549894,Complete case,Adjusted,MNAR,Unweighted,NA,3,1000
bmi,-0.03746491453246141,-0.11749776030961913,0.04256793124469631,Imputed,Adjusted,MNAR,Unweighted,NA,3,1000
bmi,-0.07439614892141383,-0.14554802230094424,-0.003244275541883418,Imputed w/ PRS,Adjusted,MNAR,Unweighted,NA,3,1000
bmi,0.06493178979251155,-0.023768829498609742,0.1536324090836328,Complete case,Adjusted,MNAR,Weighted,0.002039514973641157,3,1000
bmi,0.13894163921721264,0.04480627980198698,0.2330769986324383,Imputed,Adjusted,MNAR,Weighted,0.002306797054414997,3,1000
bmi,0.11365178698074194,0.023271421667004202,0.20403215229447969,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.0021264344655316856,3,1000
bmi,0.20726741934451914,0.20120092657143124,0.213333912117464,Full,Unadjusted,NA,NA,NA,4,1000
bmi,0.19535863768245412,0.18953913315041387,0.20117814221455516,Full,Adjusted,NA,NA,NA,4,1000
bmi,0.016079626081545884,-0.052638005239080125,0.08479725740217028,Complete case,Unadjusted,MCAR,Unweighted,NA,4,1000
bmi,0.01287102471500394,-0.06379271969897315,0.08953476912898103,Imputed,Unadjusted,MCAR,Unweighted,NA,4,1000
bmi,0.026783014337464453,-0.045580673897319526,0.09914670257224843,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,NA,4,1000
bmi,0.14800718479844124,-0.001499998467726943,0.2975143680646094,Complete case,Unadjusted,MCAR,Weighted,0.005799098420078809,4,1000
bmi,0.09556195901252491,-0.050117834171541406,0.24124175219659122,Imputed,Unadjusted,MCAR,Weighted,0.0055246204977716165,4,1000
bmi,0.11018665846438097,-0.02174753936280252,0.24212085629156446,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.004531255798586729,4,1000
bmi,0.0414223554110079,-0.026353019027821663,0.10919772984984448,Complete case,Adjusted,MCAR,Unweighted,NA,4,1000
bmi,0.03474753649420212,-0.0396848967812614,0.10917996976966564,Imputed,Adjusted,MCAR,Unweighted,NA,4,1000
bmi,0.049856747119319436,-0.023792318153789724,0.1235058123924286,Imputed w/ PRS,Adjusted,MCAR,Unweighted,NA,4,1000
bmi,0.12470418515402253,-0.007893342644942722,0.25730171295298776,Complete case,Adjusted,MCAR,Weighted,0.004561408582047421,4,1000
bmi,0.09048574915426792,-0.03371555513751856,0.2146870534460544,Imputed,Adjusted,MCAR,Weighted,0.004015652570497574,4,1000
bmi,0.10412380983431685,-0.015757973135846037,0.22400559280447974,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.0037411937909328902,4,1000
bmi,-0.003087700234173752,-0.06891830361477921,0.06274290314643433,Complete case,Unadjusted,MAR,Unweighted,NA,4,1000
bmi,-0.040448337854711976,-0.12211640390699297,0.04121972819756902,Imputed,Unadjusted,MAR,Unweighted,NA,4,1000
bmi,-0.02933906667693866,-0.10299112731339363,0.04431299395951632,Imputed w/ PRS,Unadjusted,MAR,Unweighted,NA,4,1000
bmi,0.08219918592367544,-0.0607574705895257,0.22515584243687664,Complete case,Unadjusted,MAR,Weighted,0.005298534438540735,4,1000
bmi,0.12925320376430816,-9.045972117762702e-4,0.2594110047403926,Imputed,Unadjusted,MAR,Weighted,0.004410057206306037,4,1000
bmi,0.1381151806552492,0.009057322856142636,0.26717303845435575,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.004335834753705574,4,1000
bmi,-0.006300207493693625,-0.07235279188970865,0.059752376902318986,Complete case,Adjusted,MAR,Unweighted,NA,4,1000
bmi,-0.016601705288755104,-0.09486766911204647,0.06166425853453627,Imputed,Adjusted,MAR,Unweighted,NA,4,1000
bmi,-0.009423994646056616,-0.0808768810588242,0.06202889176671096,Imputed w/ PRS,Adjusted,MAR,Unweighted,NA,4,1000
bmi,0.0825216172033419,-0.061041740648032375,0.2260849750547161,Complete case,Adjusted,MAR,Weighted,0.005343457874821084,4,1000
bmi,0.10165581752429544,-0.0233674351251542,0.22667907017374506,Imputed,Adjusted,MAR,Weighted,0.004068978591894352,4,1000
bmi,0.10555629858527993,-0.017672404254105142,0.228785001424665,Imputed w/ PRS,Adjusted,MAR,Weighted,0.003953006894587404,4,1000
bmi,-0.08784063661250023,-0.15382571982519683,-0.02185555339980669,Complete case,Unadjusted,MNAR,Unweighted,NA,4,1000
bmi,-0.19859915196058658,-0.3350460403555987,-0.06215226356557446,Imputed,Unadjusted,MNAR,Unweighted,NA,4,1000
bmi,-0.1444400908013641,-0.21038361936741262,-0.0784965622353156,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,NA,4,1000
bmi,-0.0018622758801392712,-0.15344713383017783,0.14972258206989922,Complete case,Unadjusted,MNAR,Weighted,0.005955132792735224,4,1000
bmi,-0.03761613835654635,-0.20539920516113255,0.13016692844803987,Imputed,Unadjusted,MNAR,Weighted,0.0073282465907744745,4,1000
bmi,0.011780495405249886,-0.12859191779355986,0.15215290860405964,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.005129409244505953,4,1000
bmi,-0.10207659044711173,-0.16978464178762165,-0.034368539106602106,Complete case,Adjusted,MNAR,Unweighted,NA,4,1000
bmi,-0.16300398074855704,-0.3172960605157768,-0.008711900981337284,Imputed,Adjusted,MNAR,Unweighted,NA,4,1000
bmi,-0.10524862166218556,-0.17439722554336545,-0.036100017781005675,Imputed w/ PRS,Adjusted,MNAR,Unweighted,NA,4,1000
bmi,0.008489922652846094,-0.1361548347831676,0.15313468008885978,Complete case,Adjusted,MNAR,Weighted,0.005422143591900055,4,1000
bmi,0.008923643664468524,-0.1338124699821531,0.15165975731109013,Imputed,Adjusted,MNAR,Weighted,0.005303609667553306,4,1000
bmi,0.0377735580038197,-0.0879578556547323,0.1635049716623717,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.004115204436246296,4,1000
bmi,0.20768340483825817,0.2015958073883033,0.2137710022877142,Full,Unadjusted,NA,NA,NA,5,1000
bmi,0.1977932812853009,0.1919511595607923,0.20363540300922087,Full,Adjusted,NA,NA,NA,5,1000
bmi,0.028361117276796306,-0.043459582944993885,0.1001818174985957,Complete case,Unadjusted,MCAR,Unweighted,NA,5,1000
bmi,0.016231195976052028,-0.06759554915946536,0.10005794111156943,Imputed,Unadjusted,MCAR,Unweighted,NA,5,1000
bmi,0.0341726087661552,-0.04284851003158399,0.1111937275638944,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,NA,5,1000
bmi,0.1553891894906444,0.03815623375130711,0.2726221452299817,Complete case,Unadjusted,MCAR,Weighted,0.0035662932859847852,5,1000
bmi,0.11494986990649966,-0.020462126297945693,0.250361866110945,Imputed,Unadjusted,MCAR,Weighted,0.004773293056610059,5,1000
bmi,0.1285598790517672,-0.03541691560993909,0.29253667371347347,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.006999525555936807,5,1000
bmi,0.040365390786632926,-0.031244227852470118,0.1119750094257432,Complete case,Adjusted,MCAR,Unweighted,NA,5,1000
bmi,0.03458500420867019,-0.045237042627607756,0.11440705104494814,Imputed,Adjusted,MCAR,Unweighted,NA,5,1000
bmi,0.052044689159673516,-0.027036257614961576,0.1311256359343086,Imputed w/ PRS,Adjusted,MCAR,Unweighted,NA,5,1000
bmi,0.1425049070742488,0.03865483737831296,0.24635497677018461,Complete case,Adjusted,MCAR,Weighted,0.0027984906569575533,5,1000
bmi,0.11853193354990874,-0.0014349768227059911,0.23849884392252346,Imputed,Adjusted,MCAR,Weighted,0.0037465088801213373,5,1000
bmi,0.13488695273581178,-0.018367362903555118,0.28814126837517867,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.006114053633886616,5,1000
bmi,0.010046370270109278,-0.06055176723395832,0.0806445077741704,Complete case,Unadjusted,MAR,Unweighted,NA,5,1000
bmi,-0.06576962337691733,-0.1921122333428699,0.06057298658903523,Imputed,Unadjusted,MAR,Unweighted,NA,5,1000
bmi,-0.047279687343700964,-0.15390001869127795,0.05934064400387603,Imputed w/ PRS,Unadjusted,MAR,Unweighted,NA,5,1000
bmi,0.12238754179168938,0.0031362445230513347,0.24163883906032743,Complete case,Unadjusted,MAR,Weighted,0.0036875527801651375,5,1000
bmi,0.11427826994811592,-0.012551076875783815,0.24110761677201564,Imputed,Unadjusted,MAR,Weighted,0.0041873892098290115,5,1000
bmi,0.14228013359610692,0.01618647904895512,0.26837378814325874,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.004138950971283226,5,1000
bmi,-0.002243878581072627,-0.07322254732351936,0.06873479016137929,Complete case,Adjusted,MAR,Unweighted,NA,5,1000
bmi,-0.028084613019803095,-0.15819613977194227,0.10202691373233609,Imputed,Adjusted,MAR,Unweighted,NA,5,1000
bmi,-0.015214404497070146,-0.12107845153746269,0.09064964254332239,Imputed w/ PRS,Adjusted,MAR,Unweighted,NA,5,1000
bmi,0.13200369694738276,0.01494587851875226,0.24906151537601334,Complete case,Adjusted,MAR,Weighted,0.0035530548531893893,5,1000
bmi,0.13538168011829912,0.01419937733077005,0.2565639829058282,Imputed,Adjusted,MAR,Weighted,0.003822805656481013,5,1000
bmi,0.1463792548206502,0.031941990752321056,0.26081651888897933,Imputed w/ PRS,Adjusted,MAR,Weighted,0.003409092227384118,5,1000
bmi,-0.09863495565994548,-0.1743654976813697,-0.02290441363852297,Complete case,Unadjusted,MNAR,Unweighted,NA,5,1000
bmi,-0.1422987016651655,-0.23878359077497213,-0.04581381255535889,Imputed,Unadjusted,MNAR,Unweighted,NA,5,1000
bmi,-0.17996743127851308,-0.27947443447082476,-0.08046042808620138,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,NA,5,1000
bmi,0.01769930244570046,-0.09295702711778613,0.12835563200918704,Complete case,Unadjusted,MNAR,Weighted,0.003173757024585922,5,1000
bmi,0.017158879626069483,-0.09594561093519574,0.13026337018733472,Imputed,Unadjusted,MNAR,Weighted,0.0033301478376414834,5,1000
bmi,1.7442278071408892e-4,-0.11326533422089238,0.11361417978232055,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.00334991967094893,5,1000
bmi,-0.1387247286808913,-0.21586587314168218,-0.06158358422010255,Complete case,Adjusted,MNAR,Unweighted,NA,5,1000
bmi,-0.11189045276948159,-0.21886703259921172,-0.004913872939751457,Imputed,Adjusted,MNAR,Unweighted,NA,5,1000
bmi,-0.1485755046140198,-0.24894278158922784,-0.04820822763881176,Imputed w/ PRS,Adjusted,MNAR,Unweighted,NA,5,1000
bmi,0.03161570761308281,-0.08830809842722573,0.15153951365339138,Complete case,Adjusted,MNAR,Weighted,0.003727506224417169,5,1000
bmi,0.05615168886238906,-0.059737786938849895,0.172041164663628,Imputed,Adjusted,MNAR,Weighted,0.0034961641471036725,5,1000
bmi,0.04257509269921608,-0.06872014427050382,0.153870329668936,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.003224459860253802,5,1000
bmi,0.20422951653408855,0.1981429510776016,0.2103160819906284,Full,Unadjusted,NA,NA,NA,6,1000
bmi,0.1958850785130469,0.19004696458781528,0.20172319243800207,Full,Adjusted,NA,NA,NA,6,1000
bmi,0.038287742093154956,-0.03128843202681839,0.10786391621313292,Complete case,Unadjusted,MCAR,Unweighted,NA,6,1000
bmi,0.06989521805371425,-0.00214700696157194,0.14193744306900044,Imputed,Unadjusted,MCAR,Unweighted,NA,6,1000
bmi,0.035489713522758634,-0.040527491552923886,0.11150691859844115,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,NA,6,1000
bmi,0.20249643250005156,0.09599062246474292,0.30900224253536024,Complete case,Unadjusted,MCAR,Weighted,0.0029434639482490764,6,1000
bmi,0.1944302072636748,0.07815500085904509,0.3107054136683045,Imputed,Unadjusted,MCAR,Weighted,0.0035194763904813353,6,1000
bmi,0.16672812457780872,0.04933871184287836,0.2841175373127391,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.0035872502779456675,6,1000
bmi,0.06497225958898487,-0.004150796203587891,0.134095315381574,Complete case,Adjusted,MCAR,Unweighted,NA,6,1000
bmi,0.09217941546236161,0.02374751806599136,0.16061131285873187,Imputed,Adjusted,MCAR,Unweighted,NA,6,1000
bmi,0.05603706304771359,-0.021467157035370367,0.13354128313079755,Imputed w/ PRS,Adjusted,MCAR,Unweighted,NA,6,1000
bmi,0.20276843372972186,0.10518654753570116,0.30035031992374256,Complete case,Adjusted,MCAR,Weighted,0.002470831503062622,6,1000
bmi,0.2031387474948028,0.1012602263384275,0.30501726865117806,Imputed,Adjusted,MCAR,Weighted,0.0027018988247632853,6,1000
bmi,0.17191316936399562,0.06658752319907262,0.2772388155289186,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.00288783304933464,6,1000
bmi,0.05624489842731105,-0.011215305013895421,0.12370510186851486,Complete case,Unadjusted,MAR,Unweighted,NA,6,1000
bmi,0.06270512818083873,-0.050973820826299684,0.17638407718797716,Imputed,Unadjusted,MAR,Unweighted,NA,6,1000
bmi,0.014213164073126686,-0.08097757086052236,0.10940389900677573,Imputed w/ PRS,Unadjusted,MAR,Unweighted,NA,6,1000
bmi,0.1750730411509268,0.06548087916846258,0.284665203133391,Complete case,Unadjusted,MAR,Weighted,0.003114453350205382,6,1000
bmi,0.24966529780489954,0.12792097986227408,0.371409615747525,Imputed,Unadjusted,MAR,Weighted,0.0038583464363772368,6,1000
bmi,0.21949372192098646,0.1065801540717955,0.3324072897701774,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.003318914610187104,6,1000
