variable,est,lo,hi,method,adj,miss_data,weight,var,seed,size
bmi,-0.113199264886429,-0.135474103167085,-0.0909244266057726,Complete case,Adjusted,MNAR,Unweighted,,2,10000
bmi,-0.159736389697235,-0.183847902732973,-0.135624876661497,Imputed,Adjusted,MNAR,Unweighted,,2,10000
bmi,-0.131407349758866,-0.160573407629078,-0.102241291888654,Imputed w/ PRS,Adjusted,MNAR,Unweighted,,2,10000
bmi,0.0401595712322478,-0.0150017277152097,0.0953208701797053,Complete case,Adjusted,MNAR,Weighted,0.000791747729896731,2,10000
bmi,0.0417878539004936,-0.00936919119133915,0.0929448989923264,Imputed,Adjusted,MNAR,Weighted,0.000681262870352709,2,10000
bmi,0.0592505794342166,0.00851867595403196,0.109982482914401,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.00066998662509617,2,10000
bmi,0.199541188859013,0.193478750874138,0.205603626843888,Full,Unadjusted,,,,3,10000
bmi,0.190886963959328,0.185064385027992,0.196709542890663,Full,Adjusted,,,,3,10000
bmi,0.0372689992014793,0.0158088708463957,0.058729127556563,Complete case,Unadjusted,MCAR,Unweighted,,3,10000
bmi,0.0415991571208606,0.021125844587271,0.0620724696544501,Imputed,Unadjusted,MCAR,Unweighted,,3,10000
bmi,0.0354103704481228,0.00864033015306425,0.0621804107431814,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,3,10000
bmi,0.15621795644547,0.119430642550405,0.193005270340534,Complete case,Unadjusted,MCAR,Weighted,0.000352175263009165,3,10000
bmi,0.119045414993621,0.0607136577373823,0.17737717224986,Imputed,Unadjusted,MCAR,Weighted,0.000885755662997299,3,10000
bmi,0.11734268520867,0.0688397617533573,0.165845608663983,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.000612406300189584,3,10000
bmi,0.0559125423211933,0.0344609348420983,0.0773641498002883,Complete case,Adjusted,MCAR,Unweighted,,3,10000
bmi,0.0611735943439519,0.040796475503905,0.0815507131839988,Imputed,Adjusted,MCAR,Unweighted,,3,10000
bmi,0.0553132810238033,0.0274138537708731,0.0832127082767336,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,3,10000
bmi,0.165952803205959,0.130580381328517,0.201325225083401,Complete case,Adjusted,MCAR,Weighted,0.000325605856629307,3,10000
bmi,0.13695530406275,0.0848560983901983,0.189054509735301,Imputed,Adjusted,MCAR,Weighted,0.000706587616425458,3,10000
bmi,0.134925828740086,0.0907765461993064,0.179075111280866,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.000507400766179087,3,10000
bmi,0.0392009841068918,0.0180493070346157,0.0603526611791679,Complete case,Unadjusted,MAR,Unweighted,,3,10000
bmi,0.00728669169344309,-0.0227547070124206,0.0373280903993067,Imputed,Unadjusted,MAR,Unweighted,,3,10000
bmi,0.00551394849671556,-0.0353916387364048,0.0464195357298359,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,3,10000
bmi,0.127116106960252,0.0749046362776052,0.179327577642899,Complete case,Unadjusted,MAR,Weighted,0.000709352000401866,3,10000
bmi,0.176070308850633,0.126459904992465,0.225680712708801,Imputed,Unadjusted,MAR,Weighted,0.00064069206149288,3,10000
bmi,0.171016665850011,0.118548221361702,0.22348511033832,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.000716638598907417,3,10000
bmi,0.0228257590879208,0.00175236550873923,0.0438991526671023,Complete case,Adjusted,MAR,Unweighted,,3,10000
bmi,0.0291123618484793,-0.00128982755544205,0.0595145512524006,Imputed,Adjusted,MAR,Unweighted,,3,10000
bmi,0.0291191231451771,-0.010620370905692,0.0688586171960463,Imputed w/ PRS,Adjusted,MAR,Unweighted,,3,10000
bmi,0.130370503146134,0.0805972623472734,0.180143743944994,Complete case,Adjusted,MAR,Weighted,0.000644646557694136,3,10000
bmi,0.174679393202816,0.132985978821068,0.216372807584564,Imputed,Adjusted,MAR,Weighted,0.000452521004115316,3,10000
bmi,0.172139724383579,0.128651476892437,0.215627971874721,Imputed w/ PRS,Adjusted,MAR,Weighted,0.000492320172654897,3,10000
bmi,-0.0719111072992693,-0.0938137726562148,-0.0500084419423238,Complete case,Unadjusted,MNAR,Unweighted,,3,10000
bmi,-0.163493061302239,-0.187868987576806,-0.139117135027671,Imputed,Unadjusted,MNAR,Unweighted,,3,10000
bmi,-0.157007231014829,-0.178218567650077,-0.135795894379582,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,,3,10000
bmi,0.0397002891339669,-0.0182119500485426,0.0976125283164764,Complete case,Unadjusted,MNAR,Weighted,0.000872689039590944,3,10000
bmi,0.00819895144828396,-0.0479713760308732,0.0643692789274411,Imputed,Unadjusted,MNAR,Weighted,0.000821330082238303,3,10000
bmi,0.0214814061869376,-0.0341554644032133,0.0771182767770885,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.000805803605752534,3,10000
bmi,-0.10560675146919,-0.12801784468585,-0.0831956582525293,Complete case,Adjusted,MNAR,Unweighted,,3,10000
bmi,-0.138982094281511,-0.16541584846013,-0.112548340102893,Imputed,Adjusted,MNAR,Unweighted,,3,10000
bmi,-0.131322121818502,-0.153312985863111,-0.109331257773892,Imputed w/ PRS,Adjusted,MNAR,Unweighted,,3,10000
bmi,0.0469587502340391,-0.0102371880143461,0.104154688482424,Complete case,Adjusted,MNAR,Weighted,0.000851234180191385,3,10000
bmi,0.0536306947968601,0.00420747230416504,0.103053917289555,Imputed,Adjusted,MNAR,Weighted,0.000635866486034872,3,10000
bmi,0.062435166123679,0.0147472095270654,0.110123122720293,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.000591999370684281,3,10000
bmi,0.207267419344517,0.201200926571806,0.213333912117228,Full,Unadjusted,,,,4,10000
bmi,0.195358637682451,0.189539133150414,0.201178142214488,Full,Adjusted,,,,4,10000
bmi,0.0350354743307719,0.0133737071052374,0.0566972415563065,Complete case,Unadjusted,MCAR,Unweighted,,4,10000
bmi,0.0345742877312634,0.0123413372822249,0.0568072381803019,Imputed,Unadjusted,MCAR,Unweighted,,4,10000
bmi,0.0403648256456412,0.0172081205352557,0.0635215307560268,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,4,10000
bmi,0.164056339426148,0.12344214749643,0.204670531355867,Complete case,Unadjusted,MCAR,Weighted,0.000429257872045058,4,10000
bmi,0.128966068952874,0.087555792962536,0.170376344943212,Imputed,Unadjusted,MCAR,Weighted,0.000446395767242952,4,10000
bmi,0.142393135019009,0.102052164802531,0.182734105235486,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.000423639547882141,4,10000
bmi,0.0509031525488183,0.0294223245200131,0.0723839805776235,Complete case,Adjusted,MCAR,Unweighted,,4,10000
bmi,0.0495118853777131,0.0269280829751495,0.0720956877802768,Imputed,Adjusted,MCAR,Unweighted,,4,10000
bmi,0.0556882253050885,0.0332162708252505,0.0781601797849265,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,4,10000
bmi,0.145557894648885,0.0968029492462999,0.19431284005147,Complete case,Adjusted,MCAR,Weighted,0.000618585744973195,4,10000
bmi,0.121227008122852,0.075429932429146,0.167024083816558,Imputed,Adjusted,MCAR,Weighted,0.000545983242302745,4,10000
bmi,0.132213828868338,0.0876040002535745,0.176823657483102,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.000518041947584648,4,10000
bmi,0.023690730916063,0.00257045322575791,0.0448110086063681,Complete case,Unadjusted,MAR,Unweighted,,4,10000
bmi,-0.00258499906839648,-0.0247871905182282,0.0196171923814353,Imputed,Unadjusted,MAR,Unweighted,,4,10000
bmi,-0.000432457660178733,-0.0353065486777942,0.0344416333574367,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,4,10000
bmi,0.105331465895101,0.067090998660075,0.143571933130127,Complete case,Unadjusted,MAR,Weighted,0.000380521921173525,4,10000
bmi,0.160869838009116,0.123587591503138,0.198152084515094,Imputed,Unadjusted,MAR,Weighted,0.000361832826905419,4,10000
bmi,0.162621456613602,0.122179195611642,0.203063717615561,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.000425769623284694,4,10000
bmi,0.00897401388889023,-0.0120076359814464,0.0299556637592268,Complete case,Adjusted,MAR,Unweighted,,4,10000
bmi,0.0184639699015188,-0.00329784042513821,0.0402257802281757,Imputed,Adjusted,MAR,Unweighted,,4,10000
bmi,0.0210066174134695,-0.0153490418239741,0.0573622766509131,Imputed w/ PRS,Adjusted,MAR,Unweighted,,4,10000
bmi,0.106140709974716,0.06410816421768,0.148173255731752,Complete case,Adjusted,MAR,Weighted,0.000459731835600815,4,10000
bmi,0.143709286892743,0.0995027134389575,0.187915860346528,Imputed,Adjusted,MAR,Weighted,0.000508718491526555,4,10000
bmi,0.146557471800522,0.0993873571164495,0.193727586484595,Imputed w/ PRS,Adjusted,MAR,Weighted,0.000579212175156552,4,10000
bmi,-0.0564468452552162,-0.0783659305458609,-0.0345277599645716,Complete case,Unadjusted,MNAR,Unweighted,,4,10000
bmi,-0.164627270951656,-0.192765185677484,-0.136489356225827,Imputed,Unadjusted,MNAR,Unweighted,,4,10000
bmi,-0.130868384172644,-0.153153689304513,-0.108583079040775,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,,4,10000
bmi,0.0451064827859675,0.000737847573493433,0.0894751179984415,Complete case,Unadjusted,MNAR,Weighted,0.000512240478486879,4,10000
bmi,0.0232666094759621,-0.029301705190128,0.0758349241420521,Imputed,Unadjusted,MNAR,Weighted,0.000719369342695108,4,10000
bmi,0.0514443614293641,0.00284809908486034,0.100040623773868,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.000614765594032611,4,10000
bmi,-0.0894115348618769,-0.11164821179378,-0.0671748579299736,Complete case,Adjusted,MNAR,Unweighted,,4,10000
bmi,-0.133853580893939,-0.164631235779684,-0.103075926008193,Imputed,Adjusted,MNAR,Unweighted,,4,10000
bmi,-0.0998739215152133,-0.122685113460424,-0.0770627295700028,Imputed w/ PRS,Adjusted,MNAR,Unweighted,,4,10000
bmi,0.0524628711814254,0.00618609971620901,0.0987396426466418,Complete case,Adjusted,MNAR,Weighted,0.000557246992569098,4,10000
bmi,0.0552924881145207,0.00519990950775779,0.105385066721284,Imputed,Adjusted,MNAR,Weighted,0.000653206645859947,4,10000
bmi,0.0711455874391874,0.0229707304327752,0.1193204444456,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.000604149870118588,4,10000
bmi,0.207683404838263,0.20159580738878,0.213771002287747,Full,Unadjusted,,,,5,10000
bmi,0.197793281285306,0.191951159560111,0.203635403010501,Full,Adjusted,,,,5,10000
bmi,0.0523826741107897,0.0304599759651258,0.0743053722564536,Complete case,Unadjusted,MCAR,Unweighted,,5,10000
bmi,0.0527776715199409,0.0312603895675739,0.0742949534723078,Imputed,Unadjusted,MCAR,Unweighted,,5,10000
bmi,0.0466571477188312,0.0252598810255867,0.0680544144120757,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,5,10000
bmi,0.26540754633616,0.126230061734461,0.404585030937858,Complete case,Unadjusted,MCAR,Weighted,0.00504083058317612,5,10000
bmi,0.215673320048999,0.0964314660779439,0.334915174020055,Imputed,Unadjusted,MCAR,Weighted,0.00370135940592624,5,10000
bmi,0.219634684617228,0.102225594878324,0.337043774356132,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.00358845298016943,5,10000
bmi,0.0713064156133188,0.0494397095176812,0.0931731217089564,Complete case,Adjusted,MCAR,Unweighted,,5,10000
bmi,0.0715339008095947,0.0499651794181595,0.0931026222010298,Imputed,Adjusted,MCAR,Unweighted,,5,10000
bmi,0.0649824966283129,0.0435846609759694,0.0863803322806565,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,5,10000
bmi,0.254571035052732,0.150313255772631,0.358828814332833,Complete case,Adjusted,MCAR,Weighted,0.00282866164199051,5,10000
bmi,0.218441715730443,0.125114554664552,0.311768876796333,Imputed,Adjusted,MCAR,Weighted,0.00226735711592111,5,10000
bmi,0.218281030462572,0.12665021117609,0.309911849749053,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.00218568190758184,5,10000
bmi,0.0398243051619964,0.0181506979985233,0.0614979123254695,Complete case,Unadjusted,MAR,Unweighted,,5,10000
bmi,0.00536944743306235,-0.0275776058604213,0.038316500726546,Imputed,Unadjusted,MAR,Unweighted,,5,10000
bmi,0.0161426343732868,-0.0332483296022706,0.0655335983488443,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,5,10000
bmi,0.190587322864791,0.0563591453582598,0.324815500371323,Complete case,Unadjusted,MAR,Weighted,0.00468835804405154,5,10000
bmi,0.227678294784144,0.107146157206706,0.348210432361582,Imputed,Unadjusted,MAR,Weighted,0.00378189559412258,5,10000
bmi,0.231674466893257,0.111054929320486,0.352294004466028,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.00378738222205911,5,10000
bmi,0.0188061179544649,-0.00277045966719695,0.0403826955761267,Complete case,Adjusted,MAR,Unweighted,,5,10000
bmi,0.0283978172628106,-0.000308318482784311,0.0571039530084056,Imputed,Adjusted,MAR,Unweighted,,5,10000
bmi,0.0386798770979557,-0.00848286143163352,0.0858426156275449,Imputed w/ PRS,Adjusted,MAR,Unweighted,,5,10000
bmi,0.190352930818772,0.0759518161552531,0.304754045482291,Complete case,Adjusted,MAR,Weighted,0.00340560116013451,5,10000
bmi,0.222371086604995,0.129414417112799,0.31532775609719,Imputed,Adjusted,MAR,Weighted,0.00224939087112743,5,10000
bmi,0.224888830920093,0.13169680459887,0.318080857241317,Imputed w/ PRS,Adjusted,MAR,Weighted,0.00226079574849807,5,10000
bmi,-0.0470176558871167,-0.0695710769869378,-0.0244642347872955,Complete case,Unadjusted,MNAR,Unweighted,,5,10000
bmi,-0.156179876439773,-0.204535270010924,-0.107824482868622,Imputed,Unadjusted,MNAR,Unweighted,,5,10000
bmi,-0.128422201352816,-0.16427046778666,-0.0925739349189726,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,,5,10000
bmi,0.118853602094404,-0.0223951949755432,0.260102399164352,Complete case,Unadjusted,MNAR,Weighted,0.00519145739652492,5,10000
bmi,0.0768258083481691,-0.0532629212518905,0.206914537948229,Imputed,Unadjusted,MNAR,Weighted,0.00440537784182197,5,10000
bmi,0.104875673135902,-0.0242053266019437,0.233956672873747,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.00433738984876349,5,10000
bmi,-0.0909189372368196,-0.11387961640138,-0.0679582580722594,Complete case,Adjusted,MNAR,Unweighted,,5,10000
bmi,-0.132792325091043,-0.187327997664126,-0.0782566525179605,Imputed,Adjusted,MNAR,Unweighted,,5,10000
bmi,-0.103055378728995,-0.141459741426322,-0.0646510160316684,Imputed w/ PRS,Adjusted,MNAR,Unweighted,,5,10000
bmi,0.130105029972916,0.0015212163259401,0.258688843619893,Complete case,Adjusted,MNAR,Weighted,0.00430221642700933,5,10000
bmi,0.127126287987721,0.0157347079320125,0.23851786804343,Imputed,Adjusted,MNAR,Weighted,0.00323004480497473,5,10000
bmi,0.144553206086885,0.0375013213573329,0.251605090816436,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.00298326926281576,5,10000
bmi,0.204229516534089,0.198142951076204,0.210316081991975,Full,Unadjusted,,,,6,10000
bmi,0.195885078513048,0.190046964586369,0.201723192439726,Full,Adjusted,,,,6,10000
bmi,0.039412144301374,0.0175134345893234,0.0613108540134247,Complete case,Unadjusted,MCAR,Unweighted,,6,10000
bmi,0.0401061823956145,0.018670073575115,0.061542291216114,Imputed,Unadjusted,MCAR,Unweighted,,6,10000
bmi,0.0321853701556589,0.00804584920902706,0.0563248911022908,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,6,10000
bmi,0.254986018039726,0.147864779650634,0.362107256428819,Complete case,Unadjusted,MCAR,Weighted,0.00298616814114702,6,10000
bmi,0.2086924588921,0.111398153008741,0.305986764775459,Imputed,Unadjusted,MCAR,Weighted,0.0024642153929465,6,10000
bmi,0.195406281614796,0.0976160408614192,0.293196522368173,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.00248940093671901,6,10000
bmi,0.0592595954711329,0.0374542415454997,0.0810649493967661,Complete case,Adjusted,MCAR,Unweighted,,6,10000
bmi,0.0604650993519993,0.039463934212903,0.0814662644910957,Imputed,Adjusted,MCAR,Unweighted,,6,10000
bmi,0.0534827234448706,0.0297682471322256,0.0771971997575156,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,6,10000
bmi,0.234706558904405,0.161732127838545,0.307680989970265,Complete case,Adjusted,MCAR,Weighted,0.00138581241714325,6,10000
bmi,0.200780240562067,0.131427939825147,0.270132541298988,Imputed,Adjusted,MCAR,Weighted,0.00125206121997038,6,10000
bmi,0.189168565341956,0.120672384293706,0.257664746390205,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.00122133987039506,6,10000
bmi,0.0499733915907367,0.0286211164576027,0.0713256667238706,Complete case,Unadjusted,MAR,Unweighted,,6,10000
bmi,0.0224542113576091,-0.000776943602838531,0.0456853663180568,Imputed,Unadjusted,MAR,Unweighted,,6,10000
bmi,0.021850660948859,-0.00489264404199629,0.0485939659397142,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,6,10000
bmi,0.198641503447322,0.108070136800143,0.2892128700945,Complete case,Unadjusted,MAR,Weighted,0.00213457652582447,6,10000
bmi,0.248125397981228,0.161419827661382,0.334830968301074,Imputed,Unadjusted,MAR,Weighted,0.00195703150167606,6,10000
bmi,0.245649616292934,0.158282928884184,0.333016303701683,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.00198698942903126,6,10000
bmi,0.0328111996893723,0.0115931240343482,0.0540292753443964,Complete case,Adjusted,MAR,Unweighted,,6,10000
bmi,0.0461194387992851,0.0222232374759525,0.0700156401226176,Imputed,Adjusted,MAR,Unweighted,,6,10000
bmi,0.044219492665125,0.0164883009920455,0.0719506843382046,Imputed w/ PRS,Adjusted,MAR,Unweighted,,6,10000
bmi,0.201270616783331,0.11464639867685,0.287894834889812,Complete case,Adjusted,MAR,Weighted,0.00195257815959325,6,10000
bmi,0.230445954793316,0.169177095137291,0.291714814449341,Imputed,Adjusted,MAR,Weighted,0.000977199896905666,6,10000
bmi,0.227556506593446,0.165661588675845,0.289451424511047,Imputed w/ PRS,Adjusted,MAR,Weighted,0.00099727240166911,6,10000
bmi,-0.0489416360522023,-0.0711948720264456,-0.0266884000779591,Complete case,Unadjusted,MNAR,Unweighted,,6,10000
bmi,-0.153297170802271,-0.183828782794188,-0.122765558810355,Imputed,Unadjusted,MNAR,Unweighted,,6,10000
bmi,-0.132217456835515,-0.160026681364973,-0.104408232306057,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,,6,10000
bmi,0.128390218776534,0.020033893593274,0.236746543959795,Complete case,Unadjusted,MNAR,Weighted,0.00305509933069539,6,10000
bmi,0.106702476593812,-0.00994308818927549,0.223348041376899,Imputed,Unadjusted,MNAR,Weighted,0.00354193248415634,6,10000
